post_id,date,time,tz,weekday,platform,pillar,board,theme_id,format,is_video,hook,title,primary_asset,asset_folder,caption
GG-260922-PIN,2026-09-22,20:00,ET,Tue,Pinterest,PURCHASE LAB,Money & Personal Finance,T37,Pin 1000x1500,no,One question removes half your impulse buys.,Questions Before You Buy,01_pin.png,content_backlog/pinterest/GG-260922-PIN,"Questions Before You Buy. One question removes half your impulse buys. Strip the hype and ask again. Save this pin for later, and follow @gogettrdaily for more."
GG-260927-PIN,2026-09-27,20:00,ET,Sun,Pinterest,MINI CHALLENGES,Money & Personal Finance,T42,Carousel Pin · 3 cards (1000x1500),no,"Three days, no delivery apps. Notice what the convenience was solving.",No Spend Challenge Ideas,01_pin.png,content_backlog/pinterest/GG-260927-PIN,"No Spend Challenge Ideas: swipe through all 3 cards. Three days, no delivery apps. Notice what the convenience was solving. Test the friction, not your morality. Save this pin and follow for systems that actually stick."
GG-260929-PIN,2026-09-29,20:00,ET,Tue,Pinterest,MONEY SYSTEMS,Money & Personal Finance,T44,Video Pin · vertical MP4 (1080x1920),yes,Same goal. Three budgets. Very different moves.,How To Prioritize Spending,video.mp4,content_backlog/pinterest/GG-260929-PIN,How To Prioritize Spending — the quick breakdown. Same goal. Three budgets. Very different moves. Do not spread it across ten weak upgrades. Save this pin for the next time you need it.
GG-261012-PIN,2026-10-12,20:00,ET,Mon,Pinterest,MONEY SYSTEMS,Money & Personal Finance,T57,Pin 1000x1500,no,You save what is left after spending. Flip the order.,Pay Yourself First Method,01_pin.png,content_backlog/pinterest/GG-261012-PIN,"Pay Yourself First Method. You save what is left after spending. Flip the order. Pay yourself first, then live on what actually lands. Save this pin for later, and follow @gogettrdaily for more."
GG-261014-PIN,2026-10-14,20:00,ET,Wed,Pinterest,COMPOUNDING,Money & Personal Finance,T59,Pin 1000x1500,no,"Five dollars a day feels like nothing. It is $1,825 a year.",Small Savings Add Up,01_pin.png,content_backlog/pinterest/GG-261014-PIN,"Small Savings Add Up. Five dollars a day feels like nothing. It is $1,825 a year. Small money moving one direction becomes a real decision. Save this pin for later, and follow @gogettrdaily for more."
GG-261015-PIN,2026-10-15,20:00,ET,Thu,Pinterest,MONEY SYSTEMS,Money & Personal Finance,T60,Video Pin · vertical MP4 (1080x1920),yes,One account for bills. One for spending. Never mix them.,Two Account Budget System,video.mp4,content_backlog/pinterest/GG-261015-PIN,Two Account Budget System — the quick breakdown. One account for bills. One for spending. Never mix them. Separation makes overspending visibly impossible. Save this pin for the next time you need it.
GG-261016-PIN,2026-10-16,20:00,ET,Fri,Pinterest,MONEY SYSTEMS,Money & Personal Finance,T61,Pin 1000x1500,no,The bill was not a surprise. You just did not name it.,Sinking Funds Explained,01_pin.png,content_backlog/pinterest/GG-261016-PIN,"Sinking Funds Explained. The bill was not a surprise. You just did not name it. Irregular costs are predictable if you give them a month. Save this pin for later, and follow @gogettrdaily for more."
GG-261017-PIN,2026-10-17,20:00,ET,Sat,Pinterest,CAREER SIGNALS,Money & Personal Finance,T62,Carousel Pin · 3 cards (1000x1500),no,You got a raise. Your lifestyle took the whole thing.,Avoid Lifestyle Creep,01_pin.png,content_backlog/pinterest/GG-261017-PIN,Avoid Lifestyle Creep: swipe through all 3 cards. You got a raise. Your lifestyle took the whole thing. Lifestyle creep eats every increase you never assign. Save this pin and follow for systems that actually stick.
GG-261018-PIN,2026-10-18,20:00,ET,Sun,Pinterest,MONEY SYSTEMS,Money & Personal Finance,T63,Pin 1000x1500,no,Twenty minutes a week with your money changes the year.,Weekly Money Review Routine,01_pin.png,content_backlog/pinterest/GG-261018-PIN,"Weekly Money Review Routine. Twenty minutes a week with your money changes the year. What you avoid looking at is what quietly runs you. Save this pin for later, and follow @gogettrdaily for more."
GG-261031-PIN,2026-10-31,20:00,ET,Sat,Pinterest,ESCAPE VELOCITY,Money & Personal Finance,T76,Video Pin · vertical MP4 (1080x1920),yes,"Update your resume while you are happy, not desperate.",Keep Your Resume Updated,video.mp4,content_backlog/pinterest/GG-261031-PIN,"Keep Your Resume Updated — the quick breakdown. Update your resume while you are happy, not desperate. Leverage comes from options you built in advance. Save this pin for the next time you need it."
